property_id,location_city,location_district,listing_date,property_type,square_footage,bedrooms,bathrooms,year_built,build_quality_rating,nearby_amenities_score,market_trend_index,sale_price_gbp,agent_commission_percentage,days_on_market,transaction_type,revenue_activity,revenue_gbp_monthly,property_age,listing_month,demand_index
BG-REA-20200704-05273,Reading,Coley,2020-07-04,Apartment,3675,4,3,2011,10,,0.85,2207021.31,2.7,112,Sale,Sale Commission,4965.8,14,7,0.008849557522123894
BG-GUI-20180511-05274,Guildford,Merrow,2018-05-11,Townhouse,2534,4,1,1978,9,,1.0,1227936.76,1.89,133,Sale,Sale Commission,1934.0,47,5,0.007462686567164179
BG-REA-20230410-05275,Reading,Southcote,2023-04-10,Townhouse,1807,2,1,2003,6,8.0,1.1,1503620.74,2.71,94,Lease,Airbnb/Short Let,70428.52,22,4,0.010526315789473684
BG-LON-20241205-05276,London,Richmond,2024-12-05,Detached House,3247,4,1,2001,2,3.0,1.12,1633662.0,1.54,58,Lease,Student Housing,106050.85,24,12,0.01694915254237288
BG-LON-20210923-05277,London,Hammersmith,2021-09-23,Townhouse,1342,5,3,1995,10,8.0,1.09,1053858.57,2.06,95,Sale,Sale Commission,1809.12,30,9,0.010416666666666666
BG-GUI-20221014-05278,Guildford,Onslow Village,2022-10-14,Townhouse,3961,1,1,2014,7,9.0,1.15,1621271.22,1.18,120,Sale,Sale Commission,1594.25,11,10,0.008264462809917356
BG-GUI-20190918-05279,Guildford,Burpham,2019-09-18,Townhouse,3596,5,2,1957,5,7.0,0.99,2296643.41,2.59,46,Lease,Residential Rent,90399.33,68,9,0.02127659574468085
BG-LON-20220918-05280,London,Kensington,2022-09-18,Apartment,3527,3,2,1970,1,7.0,1.1,2353618.89,2.72,143,Lease,Airbnb/Short Let,77542.19,55,9,0.006944444444444444
BG-GUI-20190411-05281,Guildford,Guildford Town Centre,2019-04-11,Townhouse,2714,5,1,1983,1,1.0,1.02,1518772.81,2.08,88,Sale,Sale Commission,2632.54,42,4,0.011235955056179775
BG-LON-20230409-05282,London,Wimbledon,2023-04-09,Detached House,2994,1,1,2002,10,,1.07,1297536.82,1.41,144,Sale,Sale Commission,1524.61,23,4,0.006896551724137931
BG-GUI-20210308-05283,Guildford,Merrow,2021-03-08,Apartment,1469,3,2,1968,3,2.0,0.93,896148.3,1.28,19,Sale,Sale Commission,955.89,57,3,0.05
BG-LON-20220821-05284,London,Clapham,2022-08-21,Detached House,3371,2,2,2021,5,8.0,1.09,1759667.5,1.93,65,Sale,Sale Commission,2830.13,4,8,0.015151515151515152
BG-LON-20220704-05285,London,Kensington,2022-07-04,Townhouse,3945,1,1,1961,4,8.0,1.11,3382063.57,2.48,8,Lease,Residential Rent,63671.67,64,7,0.1111111111111111
BG-GUI-20231211-05286,Guildford,Jacobs Well,2023-12-11,Detached House,3719,3,3,2015,8,10.0,1.15,2656622.7,2.61,142,Sale,Sale Commission,5778.15,10,12,0.006993006993006993
BG-LON-20211115-05287,London,Ealing,2021-11-15,Townhouse,607,2,1,1958,1,5.0,1.12,284163.85,2.83,106,Sale,Sale Commission,670.15,67,11,0.009345794392523364
BG-REA-20210802-05288,Reading,Whitley,2021-08-02,Apartment,2114,5,5,1983,5,2.0,1.08,1369687.21,1.16,145,Sale,Sale Commission,1324.03,42,8,0.00684931506849315
BG-LON-20180802-05289,London,Notting Hill,2018-08-02,Detached House,1907,4,1,1967,9,2.0,0.99,1188935.88,1.43,87,Sale,Sale Commission,1416.82,58,8,0.011363636363636364
BG-REA-20210811-05290,Reading,Kennet Island,2021-08-11,Townhouse,3182,4,3,1997,6,7.0,1.06,1469170.92,1.72,34,Sale,Sale Commission,2105.81,28,8,0.02857142857142857
BG-GUI-20200902-05291,Guildford,Merrow,2020-09-02,Detached House,3487,3,2,2020,8,3.0,0.9,1211830.0,2.44,117,Lease,Student Housing,74398.93,5,9,0.00847457627118644
BG-LON-20210921-05292,London,Wimbledon,2021-09-21,Detached House,1901,4,1,1951,10,9.0,1.09,1296030.93,1.03,178,Lease,Residential Rent,34693.32,74,9,0.00558659217877095
BG-LON-20230603-05293,London,Hackney,2023-06-03,Detached House,1913,2,2,1980,6,2.0,1.08,1140390.6,2.17,123,Sale,Sale Commission,2062.21,45,6,0.008064516129032258
BG-LON-20220903-05294,London,Camden,2022-09-03,Detached House,3008,5,1,2018,8,3.0,1.15,2292549.87,2.14,42,Lease,Residential Rent,112717.07,7,9,0.023255813953488372
BG-LON-20180722-05295,London,Clapham,2018-07-22,Apartment,1801,3,1,1987,3,5.0,0.99,1186072.05,2.15,162,Sale,Sale Commission,2125.05,38,7,0.006134969325153374
BG-REA-20241119-05296,Reading,Coley,2024-11-19,Detached House,1395,4,2,1988,1,1.0,1.12,744188.44,2.97,152,Sale,Sale Commission,1841.87,37,11,0.006535947712418301
BG-REA-20210806-05297,Reading,Kennet Island,2021-08-06,Apartment,1019,5,4,1956,3,7.0,1.09,507400.76,1.53,161,Sale,Sale Commission,646.94,69,8,0.006172839506172839
BG-LON-20240525-05298,London,Notting Hill,2024-05-25,Detached House,3575,2,1,2006,8,7.0,1.07,2444747.99,2.77,129,Sale,Sale Commission,5643.29,19,5,0.007692307692307693
BG-GUI-20190520-05299,Guildford,Stoughton,2019-05-20,Townhouse,770,4,4,1950,2,8.0,1.01,523119.91,1.79,165,Sale,Sale Commission,780.32,75,5,0.006024096385542169
BG-GUI-20211101-05300,Guildford,Onslow Village,2021-11-01,Apartment,3603,4,3,2005,8,9.0,1.14,3439199.3,1.24,39,Sale,Sale Commission,3553.84,20,11,0.025
BG-GUI-20180410-05301,Guildford,Onslow Village,2018-04-10,Detached House,1461,1,1,2001,7,2.0,0.99,545434.75,2.29,19,Sale,Sale Commission,1040.87,24,4,0.05
BG-LON-20231124-05302,London,Greenwich,2023-11-24,Detached House,2434,1,1,1960,7,1.0,1.06,1606680.23,2.79,141,Sale,Sale Commission,3735.53,65,11,0.007042253521126761
BG-REA-20201102-05303,Reading,Earley,2020-11-02,Townhouse,2537,4,4,1976,4,2.0,0.86,1461983.91,1.85,171,Sale,Sale Commission,2253.89,49,11,0.005813953488372093
BG-LON-20250422-05304,London,Shoreditch,2025-04-22,Townhouse,2403,4,3,2008,3,2.0,1.05,1615584.76,1.83,73,Lease,Airbnb/Short Let,78215.96,17,4,0.013513513513513514
BG-LON-20230823-05305,London,Chelsea,2023-08-23,Townhouse,2859,1,1,2007,7,6.0,1.1,1852642.66,2.55,25,Sale,Sale Commission,3936.87,18,8,0.038461538461538464
BG-GUI-20200612-05306,Guildford,Stoughton,2020-06-12,Townhouse,1413,1,1,2007,6,9.0,0.88,858340.54,1.71,92,Sale,Sale Commission,1223.14,18,6,0.010752688172043012
BG-LON-20200702-05307,London,Hammersmith,2020-07-02,Detached House,2356,4,2,1968,3,10.0,0.9,1606055.01,1.94,66,Sale,Sale Commission,2596.46,57,7,0.014925373134328358
BG-REA-20200320-05308,Reading,Whitley,2020-03-20,Detached House,1734,2,1,2017,6,5.0,0.9,1082067.5,1.08,44,Sale,Sale Commission,973.86,8,3,0.022222222222222223
BG-GUI-20220727-05309,Guildford,Merrow,2022-07-27,Apartment,1073,2,2,1977,3,1.0,1.1,449571.34,1.75,53,Sale,Sale Commission,655.62,48,7,0.018518518518518517
BG-REA-20210829-05310,Reading,Kennet Island,2021-08-29,Townhouse,2112,1,1,2000,6,10.0,1.11,1103678.44,1.65,131,Sale,Sale Commission,1517.56,25,8,0.007575757575757576
BG-GUI-20181102-05311,Guildford,Guildford Town Centre,2018-11-02,Detached House,689,5,2,1952,5,1.0,0.99,294800.1,2.62,59,Sale,Sale Commission,643.65,73,11,0.016666666666666666
BG-LON-20180918-05312,London,Brixton,2018-09-18,Townhouse,3035,4,4,2009,10,7.0,1.02,2087680.67,1.29,30,Sale,Sale Commission,2244.26,16,9,0.03225806451612903
BG-GUI-20241014-05313,Guildford,Park Barn,2024-10-14,Townhouse,2496,2,1,1974,5,7.0,1.14,1474346.41,2.4,75,Sale,Sale Commission,2948.69,51,10,0.013157894736842105
BG-LON-20180723-05314,London,Wimbledon,2018-07-23,Townhouse,2445,4,3,1997,7,4.0,0.99,1550312.57,2.29,99,Sale,Sale Commission,2958.51,28,7,0.01
BG-GUI-20250108-05315,Guildford,Merrow,2025-01-08,Apartment,918,5,5,2011,3,10.0,1.14,844566.76,2.62,47,Lease,Airbnb/Short Let,19946.47,14,1,0.020833333333333332
BG-GUI-20241016-05316,Guildford,Merrow,2024-10-16,Apartment,2227,1,1,2004,7,7.0,1.06,894274.66,2.87,157,Sale,Sale Commission,2138.81,21,10,0.006329113924050633
BG-REA-20240218-05317,Reading,Tilehurst,2024-02-18,Townhouse,2085,4,1,2011,9,8.0,1.11,1830503.71,2.72,76,Sale,Sale Commission,4149.14,14,2,0.012987012987012988
BG-GUI-20190402-05318,Guildford,Park Barn,2019-04-02,Townhouse,790,3,2,1973,5,4.0,0.99,419774.14,1.8,149,Sale,Sale Commission,629.66,52,4,0.006666666666666667
BG-REA-20230612-05319,Reading,Southcote,2023-06-12,Townhouse,1613,1,1,2009,1,8.0,1.09,1081991.44,1.82,137,Sale,Sale Commission,1641.02,16,6,0.007246376811594203
BG-REA-20210327-05320,Reading,Caversham,2021-03-27,Apartment,553,5,3,1957,2,6.0,0.87,329939.08,1.49,9,Lease,Airbnb/Short Let,12181.45,68,3,0.1
BG-LON-20240628-05321,London,Croydon,2024-06-28,Apartment,1729,4,3,1952,4,2.0,1.06,1171622.92,1.53,120,Sale,Sale Commission,1493.82,73,6,0.008264462809917356
BG-GUI-20181119-05322,Guildford,Park Barn,2018-11-19,Detached House,2563,1,1,1984,8,5.0,0.98,1222857.41,1.28,157,Sale,Sale Commission,1304.38,41,11,0.006329113924050633
BG-GUI-20230822-05323,Guildford,Guildford Town Centre,2023-08-22,Detached House,859,3,1,1973,4,7.0,1.08,663309.88,2.6,114,Sale,Sale Commission,1437.17,52,8,0.008695652173913044
BG-GUI-20240729-05324,Guildford,Park Barn,2024-07-29,Apartment,1391,5,2,2006,10,3.0,1.1,902061.54,2.49,172,Sale,Sale Commission,1871.78,19,7,0.005780346820809248
BG-GUI-20220807-05325,Guildford,Merrow,2022-08-07,Apartment,1763,1,1,1989,10,8.0,1.13,1429032.38,1.41,179,Sale,Sale Commission,1679.11,36,8,0.005555555555555556
BG-GUI-20240213-05326,Guildford,Burpham,2024-02-13,Apartment,3596,5,1,1954,2,4.0,1.06,2383428.82,2.03,24,Lease,Airbnb/Short Let,109915.58,71,2,0.04
BG-REA-20200726-05327,Reading,Kennet Island,2020-07-26,Apartment,3569,3,2,2005,6,7.0,0.86,1355948.52,1.18,18,Sale,Sale Commission,1333.35,20,7,0.05263157894736842
BG-GUI-20190514-05328,Guildford,Burpham,2019-05-14,Apartment,3808,5,4,2001,7,5.0,1.0,2090041.78,1.69,132,Sale,Sale Commission,2943.48,24,5,0.007518796992481203
BG-LON-20190531-05329,London,Greenwich,2019-05-31,Townhouse,3304,2,1,1990,10,7.0,1.0,1840072.95,1.81,91,Sale,Sale Commission,2775.44,35,5,0.010869565217391304
BG-REA-20200406-05330,Reading,Tilehurst,2020-04-06,Detached House,1780,1,1,2006,9,6.0,0.89,1030704.8,1.12,19,Sale,Sale Commission,961.99,19,4,0.05
BG-GUI-20180528-05331,Guildford,Guildford Town Centre,2018-05-28,Townhouse,3481,2,2,2004,2,3.0,0.99,1874452.2,2.52,141,Sale,Sale Commission,3936.35,21,5,0.007042253521126761
BG-REA-20230915-05332,Reading,Earley,2023-09-15,Detached House,926,3,1,1967,9,6.0,1.08,528510.98,1.09,44,Sale,Sale Commission,480.06,58,9,0.022222222222222223
BG-REA-20250505-05333,Reading,Whitley,2025-05-05,Townhouse,553,3,3,1954,6,4.0,1.09,277026.53,1.2,122,Lease,Student Housing,8689.49,71,5,0.008130081300813009
BG-REA-20180806-05334,Reading,Caversham,2018-08-06,Detached House,1601,1,1,2000,6,3.0,1.0,832580.11,2.76,147,Lease,Airbnb/Short Let,29978.88,25,8,0.006756756756756757
BG-REA-20230724-05335,Reading,Coley,2023-07-24,Detached House,1656,3,2,1961,6,7.0,1.09,781348.23,2.95,106,Sale,Sale Commission,1920.81,64,7,0.009345794392523364
BG-REA-20190110-05336,Reading,Kennet Island,2019-01-10,Apartment,3450,5,1,2005,4,7.0,1.0,2285713.06,1.52,29,Sale,Sale Commission,2895.24,20,1,0.03333333333333333
BG-LON-20250612-05337,London,Clapham,2025-06-12,Detached House,3764,5,3,1950,10,5.0,1.14,3585541.2,2.73,83,Sale,Sale Commission,8157.11,75,6,0.011904761904761904
BG-GUI-20230707-05338,Guildford,Merrow,2023-07-07,Detached House,3860,5,5,2009,3,1.0,1.07,1649501.55,1.34,147,Lease,Airbnb/Short Let,60238.82,16,7,0.006756756756756757
BG-LON-20180205-05339,London,Croydon,2018-02-05,Townhouse,1086,1,1,2015,7,6.0,1.02,737266.43,2.04,140,Sale,Sale Commission,1253.35,10,2,0.0070921985815602835
BG-GUI-20220416-05340,Guildford,Guildford Town Centre,2022-04-16,Detached House,3215,4,1,1991,1,9.0,1.1,1543997.7,2.31,123,Sale,Sale Commission,2972.2,34,4,0.008064516129032258
BG-REA-20221226-05341,Reading,Southcote,2022-12-26,Detached House,3180,5,3,2020,10,5.0,1.06,2274739.57,2.89,140,Sale,Sale Commission,5478.33,5,12,0.0070921985815602835
BG-REA-20230328-05342,Reading,Earley,2023-03-28,Apartment,743,2,2,1993,9,10.0,1.15,540947.22,1.82,69,Sale,Sale Commission,820.44,32,3,0.014285714285714285
BG-LON-20220311-05343,London,Camden,2022-03-11,Townhouse,1025,1,1,1996,9,1.0,1.08,523075.3,2.25,12,Lease,Student Housing,30922.16,29,3,0.07692307692307693
BG-GUI-20180421-05344,Guildford,Jacobs Well,2018-04-21,Apartment,3103,4,4,1971,4,8.0,0.99,1787719.65,1.44,27,Lease,Student Housing,101759.8,54,4,0.03571428571428571
BG-GUI-20220709-05345,Guildford,Onslow Village,2022-07-09,Apartment,2119,5,5,2006,5,6.0,1.11,1640422.54,1.32,167,Lease,Airbnb/Short Let,49072.98,19,7,0.005952380952380952
BG-REA-20221118-05346,Reading,Earley,2022-11-18,Apartment,3418,2,1,1983,5,9.0,1.12,2367613.86,2.33,160,Lease,Residential Rent,60125.34,42,11,0.006211180124223602
BG-LON-20230312-05347,London,Notting Hill,2023-03-12,Apartment,1520,2,1,1956,3,8.0,1.13,768314.51,1.32,108,Sale,Sale Commission,845.15,69,3,0.009174311926605505
BG-LON-20190718-05348,London,Hackney,2019-07-18,Townhouse,1566,3,2,1981,2,8.0,0.98,564162.3,2.69,149,Lease,Airbnb/Short Let,40236.2,44,7,0.006666666666666667
BG-REA-20191122-05349,Reading,Caversham,2019-11-22,Apartment,3698,3,3,2009,7,8.0,1.01,2868581.01,2.69,92,Lease,Residential Rent,68116.47,16,11,0.010752688172043012
BG-GUI-20200425-05350,Guildford,Guildford Town Centre,2020-04-25,Detached House,3435,5,1,1982,10,10.0,0.94,2078129.04,2.96,93,Lease,Airbnb/Short Let,113934.81,43,4,0.010638297872340425
BG-LON-20180726-05351,London,Brixton,2018-07-26,Detached House,2689,2,2,2011,4,10.0,0.98,945293.49,2.07,35,Sale,Sale Commission,1630.63,14,7,0.027777777777777776
BG-GUI-20230910-05352,Guildford,Guildford Town Centre,2023-09-10,Detached House,1022,5,3,1952,7,10.0,1.08,872610.28,2.77,142,Sale,Sale Commission,2014.28,73,9,0.006993006993006993
BG-GUI-20200323-05353,Guildford,Onslow Village,2020-03-23,Apartment,3402,2,2,1986,3,3.0,0.89,1719435.97,2.97,80,Sale,Sale Commission,4255.6,39,3,0.012345679012345678
BG-REA-20210304-05354,Reading,Southcote,2021-03-04,Townhouse,2592,4,2,1972,7,3.0,0.95,1357565.25,1.83,113,Sale,Sale Commission,2070.29,53,3,0.008771929824561403
BG-REA-20250129-05355,Reading,Kennet Island,2025-01-29,Apartment,2766,4,4,2023,8,6.0,1.1,2326611.16,1.21,22,Sale,Sale Commission,2346.0,2,1,0.043478260869565216
BG-REA-20200331-05356,Reading,Tilehurst,2020-03-31,Apartment,556,2,2,1983,4,4.0,0.86,310352.33,1.81,121,Lease,Airbnb/Short Let,15754.06,42,3,0.00819672131147541
BG-LON-20190807-05357,London,Chelsea,2019-08-07,Detached House,2298,1,1,1952,4,10.0,0.99,1433379.75,1.43,107,Sale,Sale Commission,1708.11,73,8,0.009259259259259259
BG-LON-20250429-05358,London,Croydon,2025-04-29,Townhouse,2389,5,4,2014,9,4.0,1.06,1219533.66,1.75,150,Sale,Sale Commission,1778.49,11,4,0.006622516556291391
BG-REA-20220102-05359,Reading,Whitley,2022-01-02,Townhouse,708,5,2,2004,7,10.0,1.1,573376.66,1.52,92,Sale,Sale Commission,726.28,21,1,0.010752688172043012
BG-GUI-20210910-05360,Guildford,Stoughton,2021-09-10,Detached House,3702,1,1,1992,3,7.0,1.07,1627660.16,2.2,81,Sale,Sale Commission,2984.04,33,9,0.012195121951219513
BG-GUI-20200826-05361,Guildford,Burpham,2020-08-26,Apartment,3632,4,3,2000,6,10.0,0.89,2352675.91,1.59,16,Lease,Student Housing,87060.56,25,8,0.058823529411764705
BG-GUI-20250419-05362,Guildford,Jacobs Well,2025-04-19,Townhouse,923,1,1,1958,2,9.0,1.1,541958.05,2.32,50,Sale,Sale Commission,1047.79,67,4,0.0196078431372549
BG-REA-20250314-05363,Reading,Tilehurst,2025-03-14,Detached House,502,3,3,1993,3,5.0,1.14,312855.24,2.38,179,Sale,Sale Commission,620.5,32,3,0.005555555555555556
BG-GUI-20210825-05364,Guildford,Merrow,2021-08-25,Townhouse,2234,2,1,1984,5,4.0,1.09,923963.31,2.73,106,Sale,Sale Commission,2102.02,41,8,0.009345794392523364
BG-LON-20250106-05365,London,Hackney,2025-01-06,Detached House,1564,4,2,2016,3,10.0,1.11,936630.63,2.61,139,Lease,Student Housing,28805.13,9,1,0.007142857142857143
BG-REA-20220711-05366,Reading,Earley,2022-07-11,Townhouse,2235,2,1,1965,7,6.0,1.08,1056602.56,2.72,145,Lease,Airbnb/Short Let,51095.37,60,7,0.00684931506849315
BG-GUI-20181127-05367,Guildford,Stoughton,2018-11-27,Detached House,3514,1,1,1975,6,2.0,0.99,1828686.57,2.03,41,Sale,Sale Commission,3093.53,50,11,0.023809523809523808
BG-REA-20190911-05368,Reading,Coley,2019-09-11,Detached House,3981,3,3,1954,1,8.0,1.0,2232750.75,2.54,44,Sale,Sale Commission,4725.99,71,9,0.022222222222222223
BG-LON-20200617-05369,London,Notting Hill,2020-06-17,Detached House,1551,5,2,1983,2,9.0,0.93,658896.37,1.85,80,Lease,Student Housing,45479.35,42,6,0.012345679012345678
BG-REA-20220409-05370,Reading,Tilehurst,2022-04-09,Townhouse,2426,5,3,1998,10,9.0,1.11,2018171.84,2.17,41,Sale,Sale Commission,3649.53,27,4,0.023809523809523808
BG-GUI-20241220-05371,Guildford,Stoughton,2024-12-20,Townhouse,2380,5,3,1970,4,10.0,1.07,1973901.81,2.13,30,Sale,Sale Commission,3503.68,55,12,0.03225806451612903
BG-GUI-20230101-05372,Guildford,Park Barn,2023-01-01,Apartment,1675,2,1,1965,6,7.0,1.07,1021883.55,2.18,126,Sale,Sale Commission,1856.42,60,1,0.007874015748031496
BG-LON-20190326-05373,London,Brixton,2019-03-26,Townhouse,2513,2,1,1991,4,7.0,1.0,1224153.66,2.58,166,Sale,Sale Commission,2631.93,34,3,0.005988023952095809
BG-LON-20181113-05374,London,Shoreditch,2018-11-13,Apartment,3965,3,2,2014,7,9.0,0.99,1891696.95,3.0,22,Lease,Airbnb/Short Let,113899.76,11,11,0.043478260869565216
BG-GUI-20180707-05375,Guildford,Park Barn,2018-07-07,Apartment,2115,1,1,1963,4,2.0,1.0,1218087.84,1.01,127,Sale,Sale Commission,1025.22,62,7,0.0078125
BG-LON-20220215-05376,London,Croydon,2022-02-15,Townhouse,573,1,1,2018,4,4.0,1.13,292691.29,2.69,32,Sale,Sale Commission,656.12,7,2,0.030303030303030304
BG-REA-20190806-05377,Reading,Southcote,2019-08-06,Detached House,1273,5,5,2009,6,10.0,0.98,1067753.0,2.44,179,Sale,Sale Commission,2171.1,16,8,0.005555555555555556
BG-REA-20240816-05378,Reading,Earley,2024-08-16,Townhouse,2716,5,4,2024,5,9.0,1.09,2105055.6,1.19,22,Lease,Airbnb/Short Let,86686.84,1,8,0.043478260869565216
BG-GUI-20191217-05379,Guildford,Onslow Village,2019-12-17,Detached House,2837,4,1,2016,6,6.0,1.0,1462958.32,1.66,57,Sale,Sale Commission,2023.76,9,12,0.017241379310344827
BG-GUI-20210918-05380,Guildford,Onslow Village,2021-09-18,Apartment,977,4,2,1993,7,9.0,1.09,533108.48,2.86,85,Sale,Sale Commission,1270.58,32,9,0.011627906976744186
BG-REA-20210705-05381,Reading,Southcote,2021-07-05,Apartment,3560,2,1,1951,5,9.0,1.05,2505376.27,1.63,51,Sale,Sale Commission,3403.14,74,7,0.019230769230769232
BG-LON-20210430-05382,London,Clapham,2021-04-30,Townhouse,3337,5,2,1963,4,3.0,0.85,2134511.82,1.98,165,Lease,Student Housing,92424.58,62,4,0.006024096385542169
BG-REA-20220304-05383,Reading,Tilehurst,2022-03-04,Apartment,2042,4,3,1999,3,5.0,1.12,1467917.96,2.48,24,Lease,Residential Rent,62702.47,26,3,0.04
BG-GUI-20200215-05384,Guildford,Stoughton,2020-02-15,Apartment,3139,1,1,2002,9,4.0,1.0,1932547.8,2.97,102,Sale,Sale Commission,4783.06,23,2,0.009708737864077669
BG-REA-20221021-05385,Reading,Tilehurst,2022-10-21,Townhouse,3004,3,3,2000,2,3.0,1.09,1205116.58,2.63,80,Sale,Sale Commission,2641.21,25,10,0.012345679012345678
BG-REA-20180706-05386,Reading,Whitley,2018-07-06,Apartment,3325,2,1,1952,8,,1.01,1220115.25,1.09,121,Sale,Sale Commission,1108.27,73,7,0.00819672131147541
BG-LON-20230810-05387,London,Ealing,2023-08-10,Townhouse,1888,5,3,1957,8,9.0,1.06,1470609.39,1.51,127,Lease,Student Housing,42959.82,68,8,0.0078125
BG-REA-20180821-05388,Reading,Coley,2018-08-21,Townhouse,1998,4,4,1981,3,4.0,1.02,1002336.06,1.7,20,Sale,Sale Commission,1419.98,44,8,0.047619047619047616
BG-LON-20180613-05389,London,Richmond,2018-06-13,Detached House,2774,3,2,1989,6,7.0,1.0,2141446.72,1.01,74,Sale,Sale Commission,1802.38,36,6,0.013333333333333334
BG-REA-20221222-05390,Reading,Kennet Island,2022-12-22,Detached House,1107,4,3,1951,8,9.0,1.14,586082.87,1.39,121,Sale,Sale Commission,678.88,74,12,0.00819672131147541
BG-LON-20190317-05391,London,Kensington,2019-03-17,Apartment,3223,1,1,2017,6,4.0,0.99,2559773.92,2.23,79,Sale,Sale Commission,4756.91,8,3,0.0125
BG-LON-20241203-05392,London,Camden,2024-12-03,Detached House,1328,4,3,2010,7,6.0,1.07,1047683.82,2.58,72,Lease,Airbnb/Short Let,31656.6,15,12,0.0136986301369863
BG-LON-20180823-05393,London,Camden,2018-08-23,Townhouse,2830,3,2,1987,7,8.0,1.01,2120639.71,1.82,101,Sale,Sale Commission,3216.3,38,8,0.00980392156862745
BG-REA-20250410-05394,Reading,Kennet Island,2025-04-10,Detached House,2679,2,1,2021,8,4.0,1.09,1209938.26,1.92,102,Lease,Student Housing,92795.57,4,4,0.009708737864077669
BG-GUI-20210801-05395,Guildford,Stoughton,2021-08-01,Apartment,1416,5,1,1983,8,10.0,1.07,1091415.43,1.59,178,Sale,Sale Commission,1446.13,42,8,0.00558659217877095
BG-LON-20220607-05396,London,Hackney,2022-06-07,Townhouse,3332,3,3,1956,8,3.0,1.12,2243653.7,1.13,110,Sale,Sale Commission,2112.77,69,6,0.009009009009009009
BG-LON-20210709-05397,London,Brixton,2021-07-09,Apartment,3467,3,2,1956,5,5.0,1.1,1458259.24,2.45,110,Lease,Student Housing,127512.04,69,7,0.009009009009009009
BG-LON-20230717-05398,London,Croydon,2023-07-17,Apartment,1266,1,1,1984,1,10.0,1.1,546657.45,2.78,174,Sale,Sale Commission,1266.42,41,7,0.005714285714285714
BG-GUI-20180325-05399,Guildford,Burpham,2018-03-25,Townhouse,3951,2,2,1989,3,10.0,0.99,2431973.64,2.06,168,Sale,Sale Commission,4174.89,36,3,0.005917159763313609
BG-GUI-20220723-05400,Guildford,Park Barn,2022-07-23,Townhouse,3636,5,4,1984,9,9.0,1.11,2714456.62,1.02,121,Sale,Sale Commission,2307.29,41,7,0.00819672131147541
BG-REA-20191109-05401,Reading,Earley,2019-11-09,Apartment,983,3,3,1952,7,5.0,1.02,462716.12,2.51,36,Sale,Sale Commission,967.85,73,11,0.02702702702702703
BG-REA-20241101-05402,Reading,Tilehurst,2024-11-01,Apartment,2885,3,3,1966,5,4.0,1.08,1958562.02,1.3,125,Lease,Student Housing,71743.93,59,11,0.007936507936507936
BG-REA-20210418-05403,Reading,Kennet Island,2021-04-18,Apartment,3738,3,2,1968,10,1.0,0.89,1356920.42,1.48,9,Sale,Sale Commission,1673.54,57,4,0.1
BG-GUI-20190711-05404,Guildford,Burpham,2019-07-11,Apartment,2519,3,1,1963,9,5.0,0.99,1650784.49,1.1,166,Sale,Sale Commission,1513.22,62,7,0.005988023952095809
BG-GUI-20190213-05405,Guildford,Onslow Village,2019-02-13,Townhouse,1494,2,2,1963,10,7.0,0.98,1038674.38,2.32,67,Sale,Sale Commission,2008.1,62,2,0.014705882352941176
BG-LON-20230605-05406,London,Ealing,2023-06-05,Detached House,3151,1,1,2023,1,9.0,1.12,1110773.89,1.86,86,Lease,Residential Rent,65909.69,2,6,0.011494252873563218
BG-LON-20180107-05407,London,Chelsea,2018-01-07,Apartment,1103,3,1,2012,2,10.0,1.0,859147.72,1.05,174,Sale,Sale Commission,751.75,13,1,0.005714285714285714
BG-REA-20211109-05408,Reading,Whitley,2021-11-09,Detached House,890,3,1,1993,2,7.0,1.07,618145.0,2.48,113,Lease,Student Housing,17512.94,32,11,0.008771929824561403
BG-REA-20221224-05409,Reading,Whitley,2022-12-24,Detached House,594,1,1,2019,2,8.0,1.15,273587.53,2.67,95,Sale,Sale Commission,608.73,6,12,0.010416666666666666
BG-LON-20180604-05410,London,Croydon,2018-06-04,Apartment,3901,1,1,1960,10,10.0,1.01,3079036.05,1.94,123,Lease,Student Housing,150943.97,65,6,0.008064516129032258
BG-REA-20240918-05411,Reading,Whitley,2024-09-18,Apartment,715,3,2,1989,1,3.0,1.12,470414.92,1.35,84,Sale,Sale Commission,529.22,36,9,0.011764705882352941
BG-REA-20200911-05412,Reading,Southcote,2020-09-11,Detached House,2900,5,2,2006,6,10.0,0.92,1508694.84,2.57,79,Sale,Sale Commission,3231.12,19,9,0.0125
BG-GUI-20221015-05413,Guildford,Park Barn,2022-10-15,Detached House,3442,1,1,1975,7,8.0,1.1,2308439.33,1.92,13,Sale,Sale Commission,3693.5,50,10,0.07142857142857142
BG-GUI-20210729-05414,Guildford,Stoughton,2021-07-29,Detached House,3220,4,3,1958,5,1.0,1.1,1697429.22,2.05,178,Lease,Residential Rent,54198.56,67,7,0.00558659217877095
BG-REA-20180217-05415,Reading,Tilehurst,2018-02-17,Detached House,1591,1,1,1968,2,6.0,1.01,774334.94,2.45,5,Sale,Sale Commission,1580.93,57,2,0.16666666666666666
BG-LON-20180110-05416,London,Croydon,2018-01-10,Townhouse,1215,2,2,2012,10,2.0,0.99,671847.84,1.52,24,Lease,Residential Rent,45797.53,13,1,0.04
BG-REA-20210912-05417,Reading,Caversham,2021-09-12,Townhouse,782,5,2,1973,3,7.0,1.09,633199.62,1.21,49,Sale,Sale Commission,638.48,52,9,0.02
